ride_id,ride_datetime,pickup_location,drop_location,distance_km,ride_duration_min,base_fare,demand_level,weather,event_nearby,traffic_level,driver_id,rider_id,driver_rating,rider_rating,payment_method,ride_status,total_fare,is_fraudulent,predicted_demand_next_hour
332,2025-01-22 12:30:00,IT Park,Mall,11.04,15.2,83.4,Low,Hot,No,Medium,1025,2001,4.0,3.51,Cash,Completed,99.72668797790166,0,554
333,2025-01-15 23:08:00,University,Airport,7.93,35.4,33.18,High,Rainy,No,Medium,1057,2060,4.98,3.84,Cash,Cancelled,97.75195416510638,0,516
334,2025-01-21 05:36:00,Mall,Station,15.78,27.9,75.26,Medium,Clear,No,Medium,1032,2250,3.92,4.57,UPI,Completed,101.61576708592253,0,423
335,2025-01-06 19:50:00,IT Park,Downtown,24.93,44.6,45.87,Medium,Clear,No,Medium,1063,2140,3.15,4.95,Credit Card,Completed,67.64031410669001,0,270
336,2025-01-19 04:00:00,Mall,Mall,9.11,25.4,76.9,Medium,Hot,No,Low,1012,2149,4.95,3.12,UPI,Completed,113.02404193515916,0,675
337,2025-01-23 05:53:00,Mall,IT Park,28.33,52.8,62.78,Medium,Rainy,No,Medium,1063,2395,4.69,4.62,Wallet,Completed,87.0579063599078,0,855
338,2025-01-30 04:14:00,Downtown,IT Park,26.33,45.2,84.15,Medium,Hot,No,Low,1077,2044,3.36,3.6,UPI,Completed,109.76957278134125,0,682
339,2025-01-09 05:11:00,University,Mall,5.69,40.6,38.64,Medium,Hot,Yes,High,1092,2371,4.81,4.1,Wallet,Cancelled,85.38617569194739,0,373
340,2025-01-02 21:21:00,IT Park,Station,23.8,48.8,73.84,Medium,Clear,No,Medium,1001,2186,3.68,3.58,Wallet,Completed,94.06210375934674,0,551
341,2025-01-28 03:46:00,Airport,Station,17.66,46.5,49.49,High,Foggy,No,Medium,1051,2108,3.75,4.23,Cash,Completed,146.82857407180106,0,980
342,2025-01-04 07:44:00,Station,University,17.43,7.0,89.71,High,Foggy,Yes,Medium,1070,2044,4.81,3.71,Cash,Completed,143.6124764199946,0,224
343,2025-01-08 07:03:00,Airport,IT Park,12.34,26.7,94.99,High,Hot,No,Medium,1008,2078,4.06,3.67,Credit Card,No-show,176.25782008168204,0,482
344,2025-01-16 19:03:00,University,University,15.53,56.2,99.75,Medium,Clear,No,Low,1068,2226,3.28,3.08,Wallet,Completed,139.90303881369087,0,416
345,2025-01-22 21:27:00,Station,IT Park,12.52,11.9,85.72,Medium,Rainy,No,Medium,1005,2162,3.74,3.29,Cash,Completed,118.66334976924031,0,942
346,2025-01-01 15:34:00,University,Downtown,16.65,45.5,82.76,Medium,Foggy,No,Low,1089,2281,4.44,4.83,Wallet,Cancelled,106.22835664577245,0,206
347,2025-01-17 00:27:00,Mall,Downtown,19.21,58.6,45.09,High,Rainy,No,High,1086,2253,3.35,5.0,Credit Card,Completed,129.49551996253257,0,759
348,2025-01-26 09:43:00,Station,Airport,20.55,7.9,53.52,Low,Foggy,No,High,1092,2132,4.18,4.56,Wallet,Completed,68.26249931794955,0,562
349,2025-01-06 02:33:00,Mall,University,16.44,42.5,62.6,Medium,Clear,No,Medium,1039,2448,4.39,3.57,Credit Card,Completed,89.23105429801855,0,529
350,2025-01-11 06:30:00,Airport,Mall,21.92,30.7,84.14,Low,Hot,No,High,1023,2372,3.69,3.8,Credit Card,Completed,101.87339513304417,0,803
351,2025-01-03 10:26:00,Airport,University,5.1,36.9,94.05,Medium,Rainy,Yes,Medium,1068,2375,4.39,4.48,Credit Card,Completed,143.43841667296823,0,436
352,2025-01-26 00:27:00,Station,Mall,7.15,9.7,43.24,Medium,Rainy,No,Low,1052,2474,4.77,4.94,Cash,Completed,92.6517455808208,0,837
353,2025-01-11 00:08:00,Station,Station,24.74,7.4,94.57,Medium,Hot,Yes,High,1004,2144,3.94,3.91,UPI,Completed,125.9142401203134,0,853
354,2025-01-24 16:44:00,IT Park,University,10.35,41.7,78.69,Low,Rainy,No,Medium,1047,2266,3.77,4.66,UPI,Completed,86.58713931056421,0,595
355,2025-01-04 08:56:00,University,Station,1.66,50.3,72.75,Medium,Foggy,No,Medium,1021,2109,3.5,4.95,Cash,Completed,114.56793975778248,0,461
356,2025-01-11 14:15:00,IT Park,Downtown,5.46,48.0,43.99,High,Hot,No,Medium,1056,2194,4.21,4.75,Wallet,Completed,141.82984122543155,0,895
357,2025-01-18 17:18:00,University,Downtown,7.48,34.9,33.89,Low,Foggy,No,Medium,1066,2035,4.76,3.45,Cash,Completed,40.2009494728983,0,531
358,2025-01-07 00:44:00,IT Park,Airport,28.76,10.5,69.79,Medium,Foggy,No,High,1059,2467,3.65,3.02,Wallet,No-show,93.8537584472771,0,774
359,2025-01-24 22:58:00,Mall,University,17.62,42.8,75.61,Medium,Clear,No,Low,1007,2390,3.79,3.98,Credit Card,Cancelled,120.27671999090371,0,619
360,2025-01-01 03:05:00,Station,Station,28.05,18.3,44.75,High,Foggy,Yes,Medium,1049,2275,3.81,4.06,Cash,Cancelled,119.34582098761884,0,958
361,2025-01-03 01:33:00,Airport,Mall,17.68,55.1,68.95,Low,Clear,No,Medium,1016,2187,4.12,3.4,UPI,Completed,83.24083402900011,0,505
362,2025-01-11 07:27:00,University,Downtown,14.9,51.1,89.95,High,Rainy,No,Medium,1017,2437,3.46,3.57,Wallet,Completed,173.4701445508182,0,476
363,2025-01-13 04:41:00,University,Downtown,10.1,44.0,88.45,Medium,Rainy,Yes,Medium,1084,2243,4.64,4.53,Cash,No-show,120.79563658302663,0,251
364,2025-01-03 05:25:00,Airport,Mall,18.58,57.2,94.91,High,Clear,No,Low,1087,2264,3.59,3.94,Cash,Cancelled,162.23256536715303,0,421
365,2025-01-20 11:32:00,IT Park,Station,5.04,6.7,55.61,High,Foggy,Yes,Low,1098,2462,4.41,3.63,Wallet,Completed,122.56384241934431,0,706
366,2025-01-19 06:14:00,University,Station,27.05,45.5,52.26,Low,Hot,No,Low,1075,2010,4.03,4.25,Credit Card,Completed,65.17529901385873,0,313
367,2025-01-30 12:29:00,Mall,University,25.05,23.2,82.46,Low,Hot,Yes,High,1034,2451,4.17,4.31,Credit Card,Completed,86.65156963876674,0,675
368,2025-01-08 16:38:00,Station,University,10.21,54.8,60.18,Low,Clear,Yes,Low,1033,2166,3.36,4.54,Credit Card,Completed,68.5268067032,1,164
369,2025-01-21 15:47:00,Airport,IT Park,28.63,19.7,36.13,Medium,Rainy,Yes,Medium,1026,2029,4.47,3.31,Credit Card,Completed,71.45414661532644,0,992
370,2025-01-11 14:47:00,Station,IT Park,24.93,44.9,49.8,Low,Rainy,No,Medium,1066,2271,3.38,4.48,Wallet,Completed,54.05879095264685,0,369
371,2025-01-05 01:14:00,University,Airport,20.32,53.3,59.3,Low,Hot,Yes,High,1063,2087,3.23,4.2,UPI,Completed,67.11148755184938,0,636
372,2025-01-20 01:53:00,University,Downtown,4.53,7.3,50.48,Medium,Clear,No,High,1087,2023,4.09,3.12,Cash,Completed,97.89207025329826,0,199
373,2025-01-21 13:25:00,Airport,University,14.87,26.9,53.25,Low,Hot,Yes,Low,1041,2210,4.42,4.55,Cash,Completed,56.2722036972956,0,204
374,2025-01-14 05:11:00,Mall,Station,15.68,46.9,50.56,Low,Foggy,No,Low,1086,2046,3.1,3.77,Credit Card,Completed,56.35435836255071,0,230
375,2025-01-02 00:18:00,Downtown,Mall,7.74,30.0,32.9,Medium,Foggy,Yes,Medium,1058,2467,3.14,3.66,Wallet,No-show,62.838903079119994,0,488
376,2025-01-14 08:16:00,Airport,Station,3.32,19.7,74.6,Low,Clear,No,Low,1098,2028,4.61,3.9,UPI,Completed,93.07187260922655,1,420
377,2025-01-20 01:32:00,Downtown,Downtown,23.52,17.1,71.81,Medium,Clear,No,Medium,1079,2026,4.62,3.69,UPI,Completed,92.23813403690934,0,537
378,2025-01-25 07:43:00,IT Park,IT Park,4.54,12.2,75.74,Medium,Foggy,Yes,Medium,1010,2266,3.49,3.68,Cash,Completed,122.85706018851164,0,118
379,2025-01-24 15:51:00,Downtown,Station,18.23,52.1,43.46,Medium,Rainy,No,High,1015,2175,4.23,4.62,Credit Card,Completed,64.79032637687018,0,324
380,2025-01-19 15:11:00,Mall,Airport,28.16,36.6,50.7,High,Clear,No,Low,1042,2004,3.89,3.25,Cash,Completed,121.97528664198443,0,717
381,2025-01-08 13:35:00,IT Park,Downtown,26.41,9.2,73.37,Medium,Foggy,No,High,1093,2311,4.27,4.94,Cash,Completed,110.4452437358922,0,665
382,2025-01-03 15:45:00,Downtown,IT Park,9.05,26.0,71.97,Medium,Foggy,No,Low,1057,2322,4.73,4.11,UPI,Completed,107.50524165820597,0,559
383,2025-01-08 20:20:00,IT Park,Mall,25.69,25.2,65.44,Medium,Rainy,No,Medium,1087,2067,3.16,3.37,Wallet,Completed,105.07379678477623,0,493
384,2025-01-17 17:37:00,Downtown,IT Park,1.01,15.0,54.53,High,Rainy,No,Medium,1017,2135,4.56,3.26,UPI,Completed,152.80588161764615,0,325
385,2025-01-01 01:04:00,Mall,Airport,1.51,29.0,93.91,High,Rainy,No,Medium,1060,2055,3.99,4.18,Cash,Completed,170.25815329127457,0,459
386,2025-01-09 16:06:00,Downtown,Downtown,18.47,23.3,53.78,High,Rainy,No,Medium,1009,2464,4.13,4.27,Credit Card,Completed,131.45793969186303,0,529
387,2025-01-13 12:40:00,Downtown,Mall,11.58,23.8,61.89,Medium,Hot,No,High,1036,2031,4.31,3.11,Credit Card,Cancelled,109.10741207226496,0,114
388,2025-01-10 06:03:00,Downtown,Airport,12.21,45.6,77.47,Low,Rainy,No,High,1073,2074,4.85,3.49,Wallet,Completed,77.755815400814,0,659
389,2025-01-23 06:09:00,Airport,IT Park,17.37,17.3,68.01,Low,Hot,No,High,1080,2019,3.11,4.59,Wallet,Completed,82.66065658602051,0,750
390,2025-01-12 08:48:00,Airport,Airport,6.56,40.3,54.28,Low,Clear,No,Low,1036,2156,3.06,3.1,Wallet,Completed,66.20719516438736,0,645
391,2025-01-08 12:24:00,Airport,Downtown,7.14,36.4,60.5,High,Foggy,No,High,1048,2337,3.36,4.71,Cash,Completed,135.57893249532282,0,513
392,2025-01-05 10:33:00,Mall,University,15.05,36.2,85.61,Medium,Hot,Yes,Medium,1051,2156,4.97,4.32,Cash,Completed,120.82818533269722,0,454
393,2025-01-02 10:18:00,IT Park,Airport,22.87,41.5,49.47,Medium,Clear,No,Low,1097,2147,4.43,3.87,Wallet,Completed,89.42095285106394,0,556
394,2025-01-17 07:35:00,University,Airport,18.97,35.2,39.96,Medium,Clear,No,Low,1095,2485,4.23,3.69,Credit Card,Completed,83.54001476232101,0,821
395,2025-01-06 02:13:00,Downtown,IT Park,9.62,53.4,51.92,High,Hot,No,Low,1070,2087,3.09,3.04,Credit Card,Completed,105.51430614261018,0,630
396,2025-01-16 20:10:00,Downtown,IT Park,13.48,42.2,89.47,Low,Clear,Yes,Low,1074,2020,4.76,4.65,Credit Card,No-show,91.18049035152215,0,295
397,2025-01-18 04:15:00,Mall,Mall,5.95,35.1,36.23,Low,Clear,No,Medium,1080,2269,4.63,3.29,Cash,No-show,53.60359435488941,0,937
398,2025-01-23 18:21:00,Downtown,IT Park,3.16,50.6,99.42,Medium,Hot,No,High,1068,2333,4.33,3.62,UPI,Completed,120.57758602424536,0,214
399,2025-01-08 20:00:00,Airport,Station,23.7,38.3,67.87,Medium,Clear,No,Medium,1022,2043,3.68,4.14,Credit Card,Completed,88.40393990162849,0,516
400,2025-01-28 02:09:00,University,Downtown,8.7,21.0,98.94,Medium,Rainy,No,Medium,1077,2395,3.14,3.49,Credit Card,Completed,132.14391254821402,0,451
401,2025-01-16 06:51:00,Station,Downtown,6.16,16.4,95.73,High,Rainy,No,High,1080,2432,4.16,3.99,Credit Card,Completed,173.81361035497787,0,174
402,2025-01-27 01:43:00,Downtown,University,21.06,13.4,61.7,Low,Foggy,Yes,Low,1093,2399,4.44,4.62,Wallet,Completed,63.18112968994073,0,761
403,2025-01-20 16:35:00,Airport,University,18.92,54.5,43.89,Medium,Clear,Yes,High,1006,2401,3.19,3.94,Cash,Completed,85.61722360440237,0,135
404,2025-01-15 08:58:00,Station,Downtown,19.36,44.1,41.54,Medium,Foggy,No,Medium,1026,2438,4.27,4.9,Wallet,Completed,88.40211173674767,0,341
405,2025-01-02 19:11:00,University,University,7.64,56.6,46.8,Low,Rainy,Yes,Medium,1075,2306,3.57,4.7,Wallet,Completed,50.563431916922475,0,762
406,2025-01-14 15:59:00,Station,Mall,7.75,38.2,79.71,High,Rainy,No,Medium,1088,2028,4.53,3.67,UPI,Completed,150.98502243734856,0,162
407,2025-01-23 03:07:00,Airport,IT Park,7.4,31.0,49.11,Medium,Rainy,No,Medium,1093,2467,4.08,3.8,Wallet,Completed,80.25869031073303,0,765
408,2025-01-07 16:16:00,IT Park,Downtown,6.04,8.3,53.9,Medium,Clear,No,Low,1003,2260,3.26,3.85,UPI,Completed,82.09070055256366,0,608
409,2025-01-11 15:03:00,IT Park,University,20.02,41.9,61.41,High,Clear,Yes,Medium,1052,2022,4.05,4.25,Wallet,Completed,128.0798563884817,0,287
410,2025-01-12 12:02:00,Station,Downtown,25.59,37.0,93.93,Medium,Rainy,No,Low,1074,2470,3.79,3.57,Credit Card,Completed,118.73226976906105,0,834
411,2025-01-09 11:00:00,Mall,Station,22.01,59.5,43.26,Low,Foggy,No,High,1060,2375,3.36,4.94,Cash,Completed,44.64305681355527,1,192
412,2025-01-17 22:36:00,Station,Airport,23.97,18.2,30.35,Medium,Foggy,No,Medium,1063,2101,4.68,4.22,Wallet,Completed,65.97953627525203,0,104
413,2025-01-26 07:10:00,Downtown,IT Park,12.74,34.2,34.21,Medium,Hot,Yes,Low,1065,2039,3.02,3.8,UPI,Completed,75.82143932599183,0,537
414,2025-01-23 23:43:00,Downtown,Downtown,19.97,40.8,93.33,Low,Rainy,No,Medium,1052,2290,3.62,4.29,Cash,Completed,106.36548957638206,0,265
415,2025-01-15 23:23:00,IT Park,Airport,11.27,40.5,75.33,Low,Foggy,No,Low,1090,2353,3.03,3.79,UPI,No-show,75.91524218334663,0,545
416,2025-01-26 10:36:00,Mall,University,16.24,35.9,49.11,Medium,Rainy,No,Medium,1076,2300,3.19,4.64,Credit Card,No-show,84.77836958866838,0,124
417,2025-01-17 07:06:00,Airport,Airport,14.97,47.7,42.4,Medium,Foggy,No,High,1014,2170,3.59,4.14,Wallet,Completed,77.88986167525924,0,607
418,2025-01-28 23:44:00,Downtown,IT Park,6.13,16.3,50.6,Low,Hot,No,Medium,1089,2296,3.11,3.08,Cash,Completed,56.14668412099109,0,197
419,2025-01-12 17:16:00,IT Park,Downtown,12.23,44.9,38.04,Medium,Hot,No,Low,1072,2353,4.19,3.35,Credit Card,Completed,59.47775527868072,0,367
420,2025-01-26 07:14:00,University,Station,28.95,39.1,95.91,High,Rainy,No,Medium,1068,2396,3.17,4.73,Wallet,Completed,162.20220454124637,0,761
421,2025-01-25 08:44:00,IT Park,University,8.21,54.3,84.89,Low,Foggy,No,Medium,1028,2130,4.4,4.13,Wallet,Cancelled,103.74610975979245,0,492
422,2025-01-23 21:00:00,Downtown,Downtown,4.88,51.6,62.37,Low,Clear,No,High,1071,2156,3.11,4.9,UPI,Completed,68.18813614659773,0,863
423,2025-01-30 10:50:00,Downtown,IT Park,13.14,22.3,90.55,Medium,Hot,Yes,Low,1010,2074,3.12,3.14,UPI,Cancelled,112.02176561238792,0,695
424,2025-01-14 12:28:00,IT Park,University,23.92,20.2,47.46,Low,Rainy,Yes,Medium,1057,2342,3.61,3.59,Credit Card,Completed,53.97670879008291,0,384
425,2025-01-21 04:58:00,Airport,Mall,17.88,59.0,80.2,Medium,Rainy,Yes,Medium,1066,2465,4.79,3.39,UPI,Completed,115.9407402425781,0,783
426,2025-01-13 16:44:00,Station,Airport,20.75,34.0,89.93,Low,Foggy,Yes,Low,1090,2090,4.28,4.11,Credit Card,Completed,94.85374714922507,0,832
427,2025-01-08 07:59:00,Downtown,IT Park,6.5,54.9,54.97,Medium,Rainy,No,Medium,1050,2067,4.54,3.77,Credit Card,Completed,85.00971861373503,0,208
428,2025-01-21 20:06:00,IT Park,Mall,18.95,14.0,83.02,Medium,Hot,No,Medium,1014,2455,3.28,3.31,Credit Card,Completed,114.39371732115664,0,126
429,2025-01-01 20:53:00,IT Park,Downtown,10.38,40.4,50.66,Medium,Rainy,No,High,1016,2236,4.67,4.29,UPI,Completed,98.68439245138336,0,857
430,2025-01-02 05:03:00,Mall,Station,25.19,49.5,50.92,High,Rainy,No,High,1054,2200,3.02,4.07,Cash,Completed,134.98278150934374,0,154
431,2025-01-07 14:39:00,Station,University,19.25,57.1,37.49,High,Clear,Yes,Medium,1043,2468,3.43,3.55,Credit Card,Completed,119.77020564223136,0,232
432,2025-01-09 01:11:00,University,Airport,6.77,23.6,60.8,Medium,Clear,No,Medium,1042,2332,4.23,3.96,Cash,Completed,91.10230341400054,0,151
433,2025-01-11 03:54:00,Airport,University,2.87,44.9,81.08,Medium,Hot,Yes,Low,1081,2227,3.75,4.49,Wallet,Completed,123.45766358476821,0,592
434,2025-01-13 23:28:00,University,Downtown,2.24,34.6,95.82,Low,Foggy,No,High,1022,2465,4.97,3.41,UPI,Completed,100.80153664343183,0,864
435,2025-01-10 11:13:00,Station,University,11.77,8.3,72.27,Medium,Clear,No,High,1068,2348,3.06,3.59,UPI,Completed,104.74386318108708,0,880
436,2025-01-09 23:55:00,Station,Airport,8.71,42.9,90.42,Low,Foggy,No,High,1019,2233,5.0,3.69,Cash,Completed,90.7863441443145,0,397
437,2025-01-09 00:46:00,Station,Downtown,19.74,43.0,87.57,High,Hot,No,Medium,1066,2266,4.25,4.49,Wallet,Completed,138.16276466051218,1,498
438,2025-01-05 23:00:00,University,University,15.48,56.2,42.13,Medium,Clear,No,Medium,1039,2086,4.12,4.69,Wallet,Cancelled,63.98584273149882,0,690
439,2025-01-29 05:03:00,Station,Station,8.71,32.4,64.01,Medium,Foggy,No,High,1073,2102,3.12,3.75,Credit Card,Completed,106.34894331562145,1,117
440,2025-01-26 05:20:00,IT Park,IT Park,5.33,17.7,38.18,Low,Clear,Yes,Medium,1019,2441,3.55,3.59,UPI,Completed,48.892189991333076,0,917
441,2025-01-04 03:24:00,University,Downtown,4.69,7.5,77.75,Medium,Hot,No,Medium,1016,2481,4.85,4.78,Wallet,Completed,117.25969969352217,0,869
442,2025-01-10 04:48:00,Station,IT Park,26.08,27.9,96.49,High,Hot,No,Medium,1054,2214,3.71,5.0,Wallet,Completed,186.04570591007197,0,954
443,2025-01-15 01:23:00,IT Park,Downtown,8.06,21.6,39.6,Medium,Clear,Yes,Low,1025,2108,4.32,4.34,Credit Card,Completed,80.49326627112674,0,718
444,2025-01-05 19:12:00,Mall,Station,19.9,46.9,81.37,High,Foggy,No,Low,1018,2165,5.0,4.98,Credit Card,Completed,135.0635208953734,0,658
445,2025-01-14 01:55:00,Station,IT Park,24.51,24.5,74.26,Low,Rainy,No,Medium,1023,2461,3.53,4.32,Cash,Completed,87.2990868996834,0,345
446,2025-01-29 18:06:00,University,Mall,18.81,57.2,70.85,Medium,Rainy,No,Medium,1085,2091,4.15,4.47,UPI,Completed,100.9574150977438,1,602
447,2025-01-24 16:26:00,Downtown,Airport,25.93,57.9,57.31,High,Clear,No,High,1011,2192,4.39,3.78,Wallet,Completed,138.39585926019214,0,188
448,2025-01-03 09:42:00,Station,Mall,12.38,39.1,54.86,Medium,Foggy,No,Low,1039,2335,3.33,3.87,Cash,Completed,83.43782678961965,0,302
449,2025-01-21 09:00:00,Downtown,University,28.73,56.1,33.17,High,Rainy,No,Low,1068,2086,3.3,3.29,UPI,Cancelled,109.67967772502367,0,339
450,2025-01-13 00:13:00,IT Park,Station,4.86,46.8,45.25,Low,Hot,No,Low,1025,2222,3.91,4.65,Cash,Cancelled,50.07220895370437,0,589
451,2025-01-01 13:03:00,Mall,Mall,3.96,35.1,31.06,Low,Foggy,No,Low,1063,2363,3.77,4.86,UPI,Completed,35.507828710240645,0,879
452,2025-01-22 21:00:00,Airport,Downtown,20.1,14.9,70.7,High,Rainy,No,Low,1096,2424,4.43,4.25,UPI,Completed,160.55384032813782,0,112
453,2025-01-22 23:50:00,Mall,University,28.34,30.2,37.41,Low,Foggy,No,Medium,1030,2101,3.14,3.69,Wallet,Completed,56.58147686258716,0,748
454,2025-01-16 15:40:00,Station,University,24.46,35.8,91.11,High,Clear,No,Medium,1045,2226,4.94,3.31,UPI,Completed,151.4394556086296,0,414
455,2025-01-30 08:57:00,Downtown,Mall,3.22,52.5,66.62,High,Foggy,No,Medium,1090,2364,3.03,3.53,Credit Card,Completed,122.14419100330093,0,784
456,2025-01-16 14:06:00,Downtown,Mall,9.1,31.5,78.98,Low,Rainy,No,High,1061,2060,4.2,3.51,Wallet,Completed,97.35992326158122,0,841
457,2025-01-26 22:01:00,University,Station,27.98,54.4,58.76,Medium,Clear,No,Medium,1051,2482,4.13,4.23,Credit Card,Completed,107.52902038471738,0,297
458,2025-01-07 01:29:00,Downtown,Airport,8.34,42.1,69.24,Low,Foggy,No,Low,1098,2250,3.27,4.89,Cash,Completed,81.82119381250344,0,342
459,2025-01-21 04:39:00,University,Mall,23.65,12.5,95.99,Medium,Hot,No,Low,1009,2048,3.3,3.1,Cash,Completed,121.68336680293672,0,606
460,2025-01-20 17:55:00,IT Park,Mall,24.93,59.7,35.79,Low,Rainy,Yes,High,1076,2117,4.59,3.0,UPI,Completed,44.159815285705264,0,142
461,2025-01-18 14:22:00,Airport,IT Park,15.37,34.0,47.78,Low,Clear,No,Medium,1002,2227,4.78,4.2,UPI,Completed,48.548578372892294,0,429
462,2025-01-08 00:21:00,Station,Downtown,12.2,26.6,84.6,Medium,Foggy,No,High,1005,2362,3.57,3.57,Credit Card,Completed,107.20229817870057,0,890
463,2025-01-13 05:07:00,University,IT Park,14.05,41.3,36.91,Medium,Hot,Yes,High,1062,2403,3.88,4.76,Credit Card,Completed,60.42133744130308,0,690
464,2025-01-13 06:54:00,Airport,IT Park,7.58,11.0,35.3,High,Rainy,Yes,High,1069,2456,3.71,3.65,Credit Card,Completed,107.48691387055821,0,528
465,2025-01-24 14:37:00,Downtown,University,26.79,40.0,55.31,High,Hot,No,High,1052,2487,3.15,3.58,Cash,Completed,111.33822479110002,0,890
466,2025-01-26 23:02:00,Downtown,Airport,14.07,32.4,36.45,Medium,Foggy,Yes,Medium,1086,2033,4.35,3.54,Credit Card,Completed,83.96526305372196,0,843
467,2025-01-19 04:59:00,Airport,Downtown,26.59,27.4,70.96,Medium,Foggy,No,Medium,1005,2044,4.65,3.29,Wallet,Completed,113.20620410842899,0,712
468,2025-01-21 15:42:00,Downtown,Station,4.07,57.4,45.84,High,Clear,No,High,1059,2476,3.61,4.16,Wallet,Completed,124.32597032667428,0,261
469,2025-01-15 19:34:00,IT Park,Station,29.66,33.7,92.7,Medium,Hot,No,Medium,1068,2165,4.98,3.34,Cash,Completed,123.58816337676015,1,755
470,2025-01-04 23:28:00,IT Park,Mall,13.85,17.1,84.85,Medium,Clear,No,Low,1009,2368,3.15,3.85,Credit Card,Completed,120.04488288612303,0,720
471,2025-01-02 15:22:00,Airport,Mall,2.39,30.2,78.98,High,Rainy,No,Medium,1093,2345,4.32,3.92,Credit Card,Completed,177.8071553172282,0,534
472,2025-01-05 11:32:00,University,Station,2.1,55.6,73.19,Medium,Clear,No,Medium,1022,2292,3.9,3.04,UPI,Completed,116.69405654314947,0,332
473,2025-01-10 21:00:00,University,Mall,22.64,14.7,90.44,Medium,Rainy,No,High,1027,2337,3.89,3.03,Wallet,Completed,139.68210832304845,0,210
474,2025-01-18 09:15:00,Airport,Airport,20.11,16.8,45.61,High,Foggy,No,Medium,1010,2344,3.92,4.04,Cash,Cancelled,127.98538787006187,0,331
475,2025-01-29 15:54:00,University,IT Park,24.26,5.7,91.12,High,Foggy,No,Medium,1080,2405,3.52,4.39,Credit Card,Completed,147.93828269256207,0,849
476,2025-01-22 09:22:00,University,Mall,4.06,5.8,85.26,Medium,Hot,No,High,1061,2386,4.43,4.88,UPI,Completed,111.94322420804652,0,808
477,2025-01-20 01:48:00,IT Park,University,2.03,50.6,82.37,Low,Rainy,Yes,High,1051,2287,4.44,3.36,Cash,Completed,99.62113665047701,0,372
478,2025-01-02 14:31:00,University,Mall,15.75,45.3,69.29,Medium,Foggy,No,Medium,1010,2364,3.56,3.21,Cash,Completed,109.85730585446191,0,697
479,2025-01-26 21:39:00,Mall,Downtown,12.24,24.5,47.24,Low,Hot,Yes,Low,1006,2225,4.67,3.1,Wallet,Completed,64.08904152197313,0,906
480,2025-01-12 11:13:00,Station,Airport,14.4,43.4,59.65,Medium,Hot,No,Medium,1062,2286,3.63,3.87,Credit Card,Completed,80.45955107605477,0,140
481,2025-01-16 06:55:00,Downtown,Downtown,29.76,26.7,85.55,Low,Clear,Yes,Medium,1005,2204,4.45,4.25,Cash,Completed,103.31702754095083,0,659
482,2025-01-11 01:25:00,Mall,Downtown,29.15,57.4,32.22,High,Hot,No,Low,1070,2172,3.24,4.68,UPI,Cancelled,125.62742186270944,0,565
483,2025-01-30 21:52:00,University,University,28.33,58.2,84.74,Low,Foggy,No,Low,1063,2012,3.34,4.37,UPI,Completed,99.31827510876157,0,176
484,2025-01-27 09:36:00,IT Park,Airport,23.73,26.6,46.8,Low,Clear,Yes,Medium,1056,2307,3.63,3.42,Cash,Completed,53.73082139527048,0,789
485,2025-01-20 08:14:00,Airport,Airport,11.29,52.0,40.1,Medium,Rainy,No,Medium,1059,2121,4.19,3.92,UPI,Completed,79.61664936436719,0,589
486,2025-01-08 05:44:00,University,Airport,12.95,47.5,38.1,Medium,Rainy,No,Medium,1063,2433,4.29,4.82,Cash,Completed,69.94599569432876,0,868
487,2025-01-23 05:44:00,IT Park,Airport,16.94,22.0,31.91,Low,Foggy,No,Low,1089,2244,3.79,3.65,UPI,Completed,48.94678953725605,0,216
488,2025-01-27 19:30:00,Station,Airport,25.09,17.8,66.65,Medium,Foggy,No,Medium,1059,2152,3.16,4.0,Cash,Completed,87.8559607377363,0,533
489,2025-01-21 03:20:00,University,University,2.99,30.2,45.28,Medium,Clear,No,Medium,1051,2152,3.75,4.92,Cash,Completed,88.13687376563719,0,118
490,2025-01-07 17:12:00,Airport,Mall,13.3,48.0,99.26,Low,Clear,No,Low,1050,2188,4.38,4.47,Cash,Completed,105.90674360440646,0,670
491,2025-01-10 03:57:00,IT Park,Downtown,3.4,57.8,70.21,Low,Foggy,No,Low,1004,2395,4.34,4.5,UPI,Completed,79.31528694750364,0,295
492,2025-01-06 10:02:00,IT Park,Airport,15.93,47.0,39.65,High,Foggy,No,Medium,1048,2013,3.32,3.5,Cash,Completed,92.91349962251638,0,718
493,2025-01-23 07:35:00,IT Park,Mall,27.07,52.0,78.21,Medium,Rainy,Yes,High,1032,2091,3.02,3.83,Wallet,Completed,123.32223337457283,0,550
494,2025-01-16 01:42:00,Station,Mall,23.69,38.2,92.84,Low,Rainy,No,Medium,1051,2200,4.51,3.16,Cash,Completed,103.7610918487313,0,524
495,2025-01-09 10:26:00,University,Downtown,7.61,50.9,82.16,High,Rainy,No,Low,1052,2074,3.21,4.21,Credit Card,Completed,135.99361909841448,0,493
496,2025-01-03 21:31:00,Station,University,29.3,48.1,35.35,High,Foggy,Yes,Medium,1099,2256,3.16,3.21,Credit Card,No-show,103.12676826152043,0,383
497,2025-01-10 13:03:00,Downtown,Station,20.35,25.7,92.71,Medium,Hot,No,High,1074,2456,3.01,4.67,Wallet,Completed,137.95818694975515,0,133
498,2025-01-24 06:43:00,Downtown,Station,1.3,35.4,85.58,Medium,Foggy,No,Low,1034,2448,3.87,4.63,Cash,Completed,109.55708210035404,0,394
